config_vector,quality_score
"[0.6255845525330263, 0.0, 0.3901686091804274, 0.5058227107254745, 0.6982014388540814, 0.5187908763280319, 0.8972841866115717, 1.189610126110213, 0.5188793996316772, 0.5, 3.0, 0.6833543636403309, 0.9782708279501336, 0.4763134678693151, 0.0, 0.0, 0.21443867133047562, 0.7650792209268514, 0.7938509370502222, 0.96392, 0.47469276677368505, 0.22000000000000003, 7.0]",0.49320633829205424
"[0.670484695242767, 1.0, 0.24118385764666372, 0.8224279471285636, 0.38073162619974277, 0.18212080643004624, 0.4184908746700772, 0.9549852408674484, 0.32910478561582057, 0.7, 4.0, 0.4095778148176411, 0.8231217095231603, 0.22858408139711875, 0.0, 0.0, 0.21777819459818282, 1.0088875009314717, 0.5777836454616037, 0.67528, 0.48690500292411343, 0.22000000000000003, 7.0]",0.5461333442942099
"[0.8185751492941677, 0.0, 0.49168411336357287, 0.4474056844099781, 0.5890036280897882, 0.25725828808392276, 0.5650896827358232, 0.9421589056254448, 0.38926481655623196, 0.25, 4.0, 0.18990002047772342, 0.39831064399181426, 0.42452622989385214, 0.0, 3.0, 0.7909351670436513, 1.0486591319728704, 0.4400147821202931, 0.47424, 0.7256185416317577, 0.22000000000000003, 7.0]",0.44318100196260124
"[0.5006326770936617, 0.0, 0.6307453715000599, 0.9140867722446326, 0.36953929791737167, 0.45341706305461216, 0.35430903276364245, 1.2468424926143076, 0.6119891008642582, 0.2, 6.0, 0.6235656833165095, 0.9849830708385622, 0.507474418400011, 1.0, 4.0, 0.540316002162639, 1.060406200045965, 0.4133612439323264, 0.8456, 0.42755730950264426, 0.22000000000000003, 6.0]",0.6529763856358084
"[0.3081033695560268, 0.5, 0.6965470407393851, 0.520251754236873, 0.41752936102170973, 0.11502465692704643, 0.39001097425722225, 0.9965730985856832, 0.7041433972516311, 0.55, 4.0, 0.5719618959141398, 0.8004224752180235, 0.597299948926573, 0.0, 2.0, 0.31482513605934, 0.7555487983283773, 0.6647734738869139, 0.84344, 0.6253255210940358, 0.22000000000000003, 8.0]",0.5403836194126173
"[0.6891747832216748, 0.0, 0.8954616798644646, 0.8368910505626308, 0.5811443377843696, 0.3303497257433479, 0.8482665412518111, 0.9638920158505466, 0.6590215386811826, 0.55, 7.0, 0.5847386152433623, 0.9821269227817705, 0.5390611365082474, 1.0, 1.0, 0.7098994325204042, 1.1046414759473755, 0.4066134851145641, 0.58652, 0.6558948026005262, 0.22000000000000003, 6.0]",0.6040023174116176
"[0.45167366697210354, 0.0, 0.9537986666825434, 0.7515018869306824, 0.6967112668511514, 0.022966614099085125, 0.33191867210151704, 0.8745129779150138, 0.6612949642613153, 0.55, 4.0, 0.37310631336145894, 0.6669991102683029, 0.529067677051523, 1.0, 1.0, 0.547123790395548, 0.8231206894814229, 0.8982392939453085, 0.72336, 0.8363176306720814, 0.22000000000000003, 8.0]",0.6349105065926125
"[0.6206163663708348, 0.0, 0.7821682084278588, 0.7091461619511141, 0.7999180440131131, 0.17996330236180294, 0.8562763319226885, 1.2562665996915285, 0.4152873109185562, 0.3, 7.0, 0.6949069179241926, 0.9789395045791289, 0.37806183923203857, 2.0, 2.0, 0.58156773972472, 1.1357451538675039, 0.4980591585333983, 0.50888, 0.5640810430337623, 0.22000000000000003, 6.0]",0.598221079290816
"[0.26472424995077937, 0.0, 0.5308670505547439, 0.6743593217517891, 0.16454854172032746, 0.5064496581279793, 0.34750549005655873, 1.1066238858490778, 0.6054938961084084, 0.15, 4.0, 0.6139729416066178, 0.9715222051142536, 0.5701613173774374, 1.0, 1.0, 0.4892507799284986, 1.1181048302582202, 0.6038952980876346, 0.93104, 0.423738764144147, 0.22000000000000003, 6.0]",0.6443012543510324
"[0.36579026330538333, 0.5, 0.312890921518584, 0.6870219611297187, 0.5897426839735659, 0.08181253410462855, 0.8200417252684165, 1.066750390463046, 0.5634742875934462, 0.45, 6.0, 0.43322835236196156, 0.8248259343358441, 0.6820349567674754, 0.0, 3.0, 0.6647494481119356, 1.109961382153546, 0.7464978829389208, 0.5328, 0.6812172340734162, 0.22000000000000003, 7.0]",0.43587446255122775
"[0.4684100739058018, 1.0, 0.6744935125967575, 0.3389934847799667, 0.3393119012795688, 0.39454939850108767, 0.7356042093503341, 1.2909182372128725, 0.2934671534011456, 0.25, 7.0, 0.6566534303704307, 0.9705364790124195, 0.484786304395235, 0.0, 2.0, 0.34392897837220293, 0.6331124599102378, 0.47677758957651645, 0.83316, 0.7823025692759722, 0.22000000000000003, 8.0]",0.5020447841971167
"[0.19692597833944614, 0.0, 0.27247365991035766, 0.7612518110407549, 0.40132081024109606, 0.214669218605372, 0.710956480496619, 0.7934202361308144, 0.6980612688433816, 0.35, 6.0, 0.6439315282522932, 0.833193006375296, 0.39016453995823835, 0.0, 1.0, 0.7731784804753565, 1.011851731518689, 0.734022446357647, 0.96236, 0.3919401649281733, 0.22000000000000003, 7.0]",0.4503399128750629
"[0.15639219788859027, 1.0, 0.18432727036311713, 0.43433369318556203, 0.5055908390437803, 0.26954576030653665, 0.30966270684744385, 0.7975162283351237, 0.619503972251298, 0.75, 5.0, 0.4265646825341854, 0.7754336959672977, 0.6892143841439924, 2.0, 1.0, 0.37384095071466295, 0.6496236557657573, 0.7642969324330191, 0.71972, 0.6580291042378905, 0.22000000000000003, 7.0]",0.7616583085433251
"[0.5461943534827156, 0.0, 0.8898073719960111, 0.232256378247682, 0.3165912824109602, 0.6804538303821657, 0.6347485507749115, 1.2810318634837625, 0.3142645827167493, 0.6, 3.0, 0.3571305276182702, 0.6743502337954523, 0.6032990445282941, 1.0, 1.0, 0.25400010248380034, 0.9328232865156871, 0.5354734562811269, 0.84028, 0.34991611751953533, 0.22000000000000003, 7.0]",0.6726604150896127
"[0.18021779292596474, 1.0, 0.2679373924035634, 0.5906870645728515, 0.6566007758270054, 0.49842769486386146, 0.40228883743447486, 0.9986299395699398, 0.5507680648267262, 0.5, 3.0, 0.46546938885097094, 0.7738448484829558, 0.7243216491602703, 0.0, 1.0, 0.2821115960314537, 0.9231776127621925, 0.7220778276282189, 0.64328, 0.7304025225658117, 0.22000000000000003, 7.0]",0.45301452744342263
"[0.5451102566615709, 0.0, 0.3781367229279762, 0.23156689780707077, 0.2821138004311326, 0.40473178349540045, 0.8948870605611474, 1.2215576183682944, 0.3862555486870014, 0.2, 3.0, 0.6264218694575262, 0.8663281537072864, 0.7672257927868538, 2.0, 0.0, 0.2918656453846443, 0.9038190326907063, 0.5666723767438386, 0.68588, 0.6291998169292563, 0.22000000000000003, 7.0]",0.45883922903455043
"[0.8049192300436134, 0.5, 0.315128815883269, 0.9815586059154104, 0.5617357999948221, 0.6477360511851556, 0.6227211729809088, 1.0844455855872206, 0.7530734386698621, 0.95, 6.0, 0.6260446625840952, 0.9614714622766256, 0.33792125881682167, 1.0, 3.0, 0.6183062339596814, 0.6399641869010068, 0.8022999256329697, 0.68332, 0.6396737217520007, 0.22000000000000003, 8.0]",0.6531729311253099
"[0.39855814083916863, 0.0, 0.2840258014526953, 0.23676016844896255, 0.73255936657227, 0.3011916696773006, 0.5879122711524579, 1.0161127140258384, 0.3349854599832579, 0.7, 6.0, 0.6608704250124017, 0.851644156237699, 0.44695371150740776, 1.0, 0.0, 0.3174721621877257, 0.9061670970775036, 0.8431742201993147, 0.83584, 0.5761933983085804, 0.22000000000000003, 8.0]",0.4783841405955964
"[0.48774916822570735, 0.0, 0.7753099233600618, 0.45214797861577427, 0.34324827869450936, 0.6223511985389334, 0.5841256718617605, 0.7020020178190871, 0.755722973353975, 0.9, 3.0, 0.3271927530940499, 0.6099656630737653, 0.6596916046630402, 0.0, 1.0, 0.24763790320850393, 1.1217686083981413, 0.7698329408583016, 0.5644, 0.8616045413449289, 0.22000000000000003, 8.0]",0.43652220489484295
"[0.27013782759625454, 0.5, 0.34284523937437683, 0.6669209027789651, 0.35853363638841346, 0.26011513591522334, 0.3836636786742904, 0.8908826338881133, 0.7855478239584077, 0.55, 6.0, 0.4615903200765569, 0.9717575976328848, 0.5563929790810223, 2.0, 1.0, 0.5248875427119275, 0.8077424666216372, 0.5562396247136983, 0.40576, 0.4424739728860934, 0.22000000000000003, 6.0]",0.726767093079933
"[0.8551580971436455, 0.5, 0.7337215080973365, 0.7370529776045278, 0.43911477768295404, 0.5988210969364273, 0.36251752047029656, 1.277439816078127, 0.32341549097036026, 0.45, 7.0, 0.5426769657164114, 0.8787002996125689, 0.671519217094483, 2.0, 1.0, 0.24467233961900337, 1.1453433711945302, 0.7948996321796039, 0.60804, 0.5066390491126997, 0.22000000000000003, 8.0]",0.6051490394815723
"[0.7962419798959138, 1.0, 0.26429753968354774, 0.8347584980941571, 0.36491366503524525, 0.05076074926005398, 0.6217838531485097, 0.8857647561255185, 0.3201092727826226, 0.3, 6.0, 0.465343980399001, 0.9318958866254637, 0.4392373226545549, 0.0, 2.0, 0.21978030323858222, 0.7406816059064497, 0.5012880539730024, 0.49992, 0.8689105718812744, 0.22000000000000003, 6.0]",0.5847031600836323
"[0.4982112113974796, 1.0, 0.546278801382053, 0.6287732256289749, 0.617735933150991, 0.4039838114827753, 0.4581184783501651, 0.8289544240831151, 0.3687128953425584, 0.75, 3.0, 0.42812867732469795, 0.47967591773012275, 0.4792257647929574, 1.0, 0.0, 0.3200050596305941, 0.8359448931495181, 0.7751882992221306, 0.75712, 0.43023961949362566, 0.22000000000000003, 8.0]",0.5210905015998624
"[0.5002949126424306, 0.0, 0.8095099781074345, 0.8059481750279309, 0.7903916570608596, 0.6445355942801229, 0.8398154432321514, 1.1561754657821885, 0.6928563674080546, 0.25, 6.0, 0.580786582887182, 0.9134435233750172, 0.6439587723020922, 0.0, 1.0, 0.30101357654068583, 1.073666898053689, 0.6619301994116312, 0.67884, 0.30125327099374666, 0.22000000000000003, 6.0]",0.4921331532959234
"[0.23774213919156653, 0.5, 0.7761556440064775, 0.8386350923210231, 0.6186002367951213, 0.38584813306160004, 0.33504156338515934, 0.8978528207847835, 0.2357660025529138, 0.65, 6.0, 0.6032075013381067, 0.8379266559765411, 0.5990822479301937, 0.0, 4.0, 0.28051754090641273, 0.6821528590509781, 0.7285266999557791, 0.68184, 0.7109286919379153, 0.22000000000000003, 8.0]",0.5580162139046753
"[0.4796044577780819, 0.0, 0.3512385472878946, 0.22297745150530002, 0.0732894723232148, 0.571144251660136, 0.6078363100853577, 1.2663069998944012, 0.568698614488665, 0.35, 3.0, 0.7228867509469983, 0.8910177514833597, 0.7062680615588753, 0.0, 2.0, 0.3866633665178289, 0.7517323540607692, 0.5270997704476528, 0.4614, 0.5351639868682799, 0.22000000000000003, 8.0]",0.49215333350782803
"[0.18084796301757883, 0.0, 0.12748079108270283, 0.25373841591607454, 0.40632428249881736, 0.20989951520696898, 0.6681530810478514, 0.7161211255084935, 0.289534705620196, 0.75, 4.0, 0.5437731791235348, 0.7778843273345231, 0.7858503490974689, 0.0, 2.0, 0.5962617128019263, 0.6251762528192466, 0.8652660375158132, 0.82952, 0.6796529822401752, 0.22000000000000003, 6.0]",0.4977888197142224
"[0.32556271598339903, 0.0, 0.6436081486536499, 0.4420612143122391, 0.7075022595471108, 0.627463818819314, 0.5746439318171377, 1.0760193780489715, 0.2720762887091889, 0.15, 4.0, 0.6679807898272792, 0.7554070709254311, 0.3925134040120869, 0.0, 0.0, 0.26632178428595177, 0.9824904197600243, 0.6925517706444242, 0.76036, 0.3712467055879229, 0.22000000000000003, 7.0]",0.5158772259680908
"[0.2567001655448382, 0.0, 0.8493593878840962, 0.9421235086333068, 0.6285525804237305, 0.1730089509762503, 0.4335188626028018, 0.9655504201690157, 0.6073331198713441, 0.15, 5.0, 0.29644656560876853, 0.5755907941410487, 0.3972196326928996, 0.0, 0.0, 0.23840973592264947, 1.1808159812894374, 0.585576126140984, 0.98096, 0.7987901214022073, 0.22000000000000003, 7.0]",0.4805713501944041
"[0.3498589943888475, 0.5, 0.9145381904797222, 0.6661806402911878, 0.46548817450190677, 0.4256197290663992, 0.8726477353402797, 0.8070322472392942, 0.29985485766829734, 0.25, 4.0, 0.7938181012381941, 0.9218872240918258, 0.4638969567413388, 0.0, 2.0, 0.6022998339749888, 1.0331859142548154, 0.5163211743038061, 0.5374, 0.4689808513376015, 0.22000000000000003, 7.0]",0.47929283274972057
"[0.8600719511439343, 1.0, 0.10781316889882642, 0.8594164806713629, 0.15518793520447416, 0.0015128251131506175, 0.41528923496464415, 1.15251861261301, 0.6666132208055322, 0.15, 7.0, 0.5444462823142345, 0.8207308275061851, 0.4523018322455115, 2.0, 1.0, 0.4218992155253487, 0.9221219519382697, 0.6856996734118722, 0.46148, 0.7865547303770039, 0.22000000000000003, 6.0]",0.6085097273396283
"[0.6875583649020417, 0.5, 0.4092183364558353, 0.902113420526327, 0.7510791913634987, 0.3571488858585565, 0.40289803013574454, 0.9068134234057887, 0.700072796144326, 0.85, 4.0, 0.48266015062490975, 0.9821527200702727, 0.678822458455534, 1.0, 2.0, 0.432735760620393, 0.7629913054061892, 0.8646019214247729, 0.96768, 0.755169737688062, 0.22000000000000003, 6.0]",0.660383399944854
"[0.5198199454361613, 0.0, 0.8386065645887827, 0.380443446900542, 0.19525473073584615, 0.2802605863700251, 0.6875555003889199, 0.9376705110483973, 0.5039420289998824, 0.8, 7.0, 0.7125700740084128, 0.9505206184869956, 0.4782273911221417, 2.0, 1.0, 0.6212504624279696, 0.978785897006009, 0.697066765325876, 0.46728, 0.6620767721557677, 0.22000000000000003, 7.0]",0.6035833799511651
"[0.5070274720822608, 0.5, 0.34107494673112115, 0.3431447109495627, 0.5360045639547869, 0.6697048675965089, 0.42586181282742863, 0.826881083376768, 0.37315921658649, 0.6, 3.0, 0.6900446441247728, 0.7879974367283935, 0.48991391415261903, 0.0, 1.0, 0.3434949093466233, 1.076332241536878, 0.5837134426769452, 0.57312, 0.8899050000977986, 0.22000000000000003, 8.0]",0.4374409724403582
"[0.26801071756231876, 0.5, 0.6400781005470046, 0.3081763553764245, 0.307474589251732, 0.4815191018962665, 0.3558317741545715, 1.003763614839627, 0.46059113908607674, 0.3, 6.0, 0.38299044359902873, 0.7545579978429657, 0.44553103204318556, 2.0, 2.0, 0.22342798876896391, 0.706706836676523, 0.6740459817006981, 0.99112, 0.5022845172710255, 0.22000000000000003, 7.0]",0.7827849669219404
"[0.138725714138557, 0.5, 0.3539484696046328, 0.3154679505348889, 0.48068054667697563, 0.6711626684847474, 0.6579284188418798, 0.9733771524970345, 0.6947313929296113, 0.2, 5.0, 0.6581629666725555, 0.9459403118329269, 0.5409119363902226, 0.0, 1.0, 0.778082073781978, 0.9357863758950122, 0.6672344734600906, 0.75356, 0.6784762179273878, 0.22000000000000003, 8.0]",0.45693329895280566
"[0.45090860320095605, 0.5, 0.7838046121688906, 0.41682700079930596, 0.7944603986886145, 0.6137981669116992, 0.8407147450869603, 0.7258605520124246, 0.5708069348771461, 0.75, 4.0, 0.7088222833464577, 0.948057476840026, 0.32576868307878304, 1.0, 1.0, 0.2693301908216119, 1.0456512447373711, 0.7607652653947912, 0.88936, 0.46432099307386276, 0.22000000000000003, 7.0]",0.7111419152910248
"[0.42010349883032705, 0.5, 0.05758983573510801, 0.351827698909365, 0.2650241332858239, 0.38473899026248004, 0.5079163027718411, 0.7688241877354761, 0.5243747205445314, 0.8, 7.0, 0.5459619336154129, 0.9195256677279714, 0.4335668835596295, 0.0, 2.0, 0.20719321419290526, 0.738239205823968, 0.8389936298012759, 0.87676, 0.6947348265801063, 0.22000000000000003, 8.0]",0.5385613153404419
"[0.8867074525380846, 1.0, 0.11151763673288195, 0.9169457007937307, 0.07690779736565317, 0.4341685609283325, 0.8227534647983885, 0.8797160605129574, 0.2474573571534568, 0.25, 6.0, 0.5003270553968783, 0.7698387831040842, 0.6667420706703182, 3.0, 3.0, 0.5239807528228284, 0.6038067703457264, 0.7064749765879427, 0.73296, 0.3738744315039037, 0.22000000000000003, 7.0]",0.7632345018827513
"[0.6860541293609874, 0.5, 0.6845915410289968, 0.7419575423571132, 0.4510387418597319, 0.35013900381807284, 0.44015817456018436, 0.7422639143209453, 0.6352821629657658, 0.2, 4.0, 0.4129069525175315, 0.6486233508048124, 0.602812429746895, 1.0, 0.0, 0.4853027417782286, 0.97808982862045, 0.477378588300942, 0.631, 0.33152430964893226, 0.22000000000000003, 8.0]",0.5638963662666123
"[0.3456101493017477, 0.0, 0.5797976828311321, 0.8181347070393747, 0.47917587168688325, 0.2802461398910681, 0.42698640277294797, 1.190684968309711, 0.20472548734853505, 0.25, 5.0, 0.39805084639035665, 0.7399235484437571, 0.43571539047578584, 1.0, 0.0, 0.5503332657748681, 0.8351085274256405, 0.4106015541805958, 0.56524, 0.8136050534628667, 0.22000000000000003, 7.0]",0.4846046295816164
"[0.890072826791416, 0.0, 0.2192475833067019, 0.9056654184632729, 0.4507802681862833, 0.09373088721543915, 0.4498070510838337, 1.0492273889551935, 0.6250325744699647, 0.5, 4.0, 0.537356629797071, 0.8313297812966022, 0.3727434262592174, 0.0, 2.0, 0.3627566444270419, 0.9980066428152752, 0.8450088153858778, 0.70364, 0.7927360322769601, 0.22000000000000003, 8.0]",0.44610254534209254
"[0.5351834942701811, 0.0, 0.3583933135501268, 0.7999221748582439, 0.10681137990323367, 0.4606643079655772, 0.472659360957288, 0.7719641852311203, 0.2597914399602067, 0.85, 7.0, 0.26019994544843694, 0.4108427067805809, 0.26017624401218764, 0.0, 4.0, 0.22784876500049947, 1.1235417812754713, 0.4938871930417303, 0.41076, 0.6625917380091532, 0.22000000000000003, 8.0]",0.5007816383317197
"[0.5687469551704161, 0.0, 0.5536496425310734, 0.7475276374132687, 0.77991619305365, 0.014707056361783532, 0.3727176174056118, 0.8976906916080832, 0.6367786531423545, 0.8, 6.0, 0.5986826383693414, 0.8288557500431135, 0.373679226032372, 3.0, 0.0, 0.3935862601321769, 1.0458825379311165, 0.6921192697058143, 0.73064, 0.892347477943483, 0.22000000000000003, 8.0]",0.45169913857531424
"[0.40325519216635364, 0.5, 0.9541862422993531, 0.921196589723609, 0.46465082343176944, 0.15623352241931726, 0.838073791202629, 1.2954606431211766, 0.6073689764199321, 0.7, 3.0, 0.5383264833493119, 0.754546281653595, 0.46436836011458865, 0.0, 0.0, 0.6726786545303947, 1.103129476084101, 0.4315150260346854, 0.46916, 0.7615693464059006, 0.22000000000000003, 6.0]",0.4060361495516281
"[0.18547584872574616, 0.5, 0.8147682011246467, 0.7541843771736958, 0.7926373963343378, 0.6246407767712392, 0.894608391220425, 1.080431003101923, 0.47445075075123794, 0.75, 5.0, 0.36581699563526027, 0.7911187436114725, 0.714336638548424, 1.0, 4.0, 0.4337716109283293, 0.6810285017996042, 0.4520169071937076, 0.69304, 0.48710281891113344, 0.22000000000000003, 6.0]",0.7808940223744912
"[0.8970628721878031, 0.0, 0.25462750723083716, 0.99035938886134, 0.31974917113976886, 0.16895604507183176, 0.7782152786368316, 1.102619804517546, 0.41766776890006474, 0.7, 3.0, 0.543589832166889, 0.7210001870709118, 0.7550455766046907, 1.0, 1.0, 0.5760727714287142, 1.0778972602885724, 0.5717099319084986, 0.73976, 0.4332988635910817, 0.22000000000000003, 7.0]",0.7076485827472846
"[0.8674424964198754, 0.0, 0.8607458117878936, 0.23994985969535573, 0.2249800941450662, 0.6895289780880999, 0.5942405650764796, 0.9045295109130749, 0.23574197633120642, 0.7, 4.0, 0.605767327151739, 0.9170774675644767, 0.4593125013643311, 2.0, 1.0, 0.30232418510163195, 0.7407444200004376, 0.6487872338375555, 0.49384, 0.44640288698993735, 0.22000000000000003, 8.0]",0.7828751876401935
"[0.4623167270556997, 0.5, 0.7929422270260678, 0.28696051876329004, 0.6625505529152859, 0.6008582380632201, 0.3574732082301474, 1.1835527897912494, 0.6349114588998663, 0.95, 5.0, 0.32626969470040557, 0.6192477973466604, 0.7929442244744979, 0.0, 3.0, 0.7750513828646262, 0.751756370632411, 0.8885424555729806, 0.83048, 0.8174419852626706, 0.22000000000000003, 6.0]",0.45153123849219795
"[0.8819475789142907, 0.0, 0.48167926149227513, 0.3821380995406079, 0.1703617430278108, 0.05515778411266998, 0.896057995016309, 0.8174302353094017, 0.7542153338874158, 0.45, 4.0, 0.5072487880889198, 0.9512313441715227, 0.5034527040191342, 0.0, 2.0, 0.3801030583471062, 0.7210477859882587, 0.736643701858716, 0.54412, 0.3841093485472204, 0.22000000000000003, 6.0]",0.5854950805682146
"[0.309747414553715, 0.5, 0.8509739176545779, 0.45393438010598763, 0.42360779617372135, 0.6398554231058058, 0.5640132353159657, 1.0933459534851333, 0.7603817298292108, 0.2, 5.0, 0.534208395727531, 0.8925682338337924, 0.46639535471973553, 0.0, 1.0, 0.48341737559088643, 0.7425126553095899, 0.43596680235079005, 0.73404, 0.596473432740259, 0.22000000000000003, 6.0]",0.5930275498772387
"[0.8739112897183977, 0.5, 0.9511632274369787, 0.6504669844727975, 0.2989620288822347, 0.2886495769103272, 0.7028475260966129, 1.124862526701689, 0.31901396061128917, 0.5, 4.0, 0.4198116269371059, 0.6859223049168329, 0.40732883878620707, 0.0, 2.0, 0.31507167546809794, 0.6207126034850248, 0.65664473082959, 0.7458, 0.4743776798945718, 0.22000000000000003, 6.0]",0.5829699710732893
"[0.18974528178763317, 1.0, 0.05459005887412394, 0.8295768346676329, 0.5565261674844278, 0.172869440424155, 0.49131466780190725, 0.808923901883665, 0.26153970242685404, 0.95, 3.0, 0.31866891801456443, 0.4662475007059268, 0.6633738316199017, 0.0, 0.0, 0.478772106715028, 0.8671986958307346, 0.7278471723455596, 0.47268, 0.4191751024105687, 0.22000000000000003, 8.0]",0.48618553471998965
"[0.6210023601650754, 0.5, 0.6688950941156804, 0.5064733455258428, 0.17207783128706222, 0.48886101738076865, 0.6937867339249086, 0.8307993170964639, 0.48342889269492356, 0.6, 4.0, 0.5498513588381382, 0.6807820196645274, 0.5797478677494512, 1.0, 3.0, 0.7423139380791599, 1.1948361076243743, 0.5496460702896829, 0.41164, 0.515130343485128, 0.22000000000000003, 6.0]",0.6305966339600347
"[0.3158228942995088, 0.5, 0.9453782627951793, 0.36642516087318083, 0.09614583086805686, 0.6676038728654905, 0.8267373666393734, 1.1760495158988564, 0.4087831570398557, 0.6, 5.0, 0.5090018009722554, 0.9725679718944177, 0.4028393336585858, 0.0, 0.0, 0.45255437724231334, 0.8146687238905439, 0.8510493281990461, 0.9982, 0.8060912334186394, 0.22000000000000003, 7.0]",0.4623424448943218
"[0.18124374840148053, 0.0, 0.8618472675725481, 0.5966753978573245, 0.2562113738771066, 0.35269100876458237, 0.8233719876110253, 0.8870100416745209, 0.5986491947901065, 0.8, 5.0, 0.16687008495433825, 0.40264273209067003, 0.6946568571075977, 1.0, 2.0, 0.735580731368715, 1.1029271068485973, 0.6842619012328012, 0.89152, 0.3226943423710686, 0.22000000000000003, 7.0]",0.6511107049044244
"[0.8501799884013652, 1.0, 0.9644347350920994, 0.4967764284730238, 0.7397173603648789, 0.010311974190957873, 0.8027940631313923, 1.2446678995876563, 0.23256452388230006, 0.7, 4.0, 0.49691788611368215, 0.8149541279374931, 0.7767623637992105, 0.0, 3.0, 0.44649392818290534, 0.8228443565877012, 0.7363551371928667, 0.65368, 0.40331403097224156, 0.22000000000000003, 6.0]",0.4794576870117637
"[0.6286228952835227, 1.0, 0.5853990290751365, 0.4949078005615721, 0.19250351169579868, 0.51849072414722, 0.883518681761094, 0.9333420551032358, 0.3712902420826759, 0.65, 4.0, 0.5754941434534209, 0.8739767636920571, 0.3789204015172939, 1.0, 2.0, 0.3923750424065763, 0.9964110216413669, 0.41169776403898034, 0.81816, 0.7933352160989378, 0.22000000000000003, 7.0]",0.6841507584677631
